order_id,customer_region,product_category,order_date,ship_date,delivery_date,shipping_mode,shipping_cost,delivery_status,delivery_days,on_time_flag,delay_flag
OR42896,North,Grocery,2025-11-16,2025-11-19,2025-11-27,Express,120,Delayed,8,0,1
OR42897,North,Beauty,2023-09-07,2023-09-08,2023-09-14,Express,89,Delivered,6,1,0
OR42898,Central,Electronics,2023-03-25,2023-03-28,2023-04-03,Express,108,Delivered,6,1,0
OR42899,North,Grocery,2023-01-09,2023-01-10,2023-01-14,Standard,94,Delivered,4,1,0
OR42900,Central,Sports,2022-03-01,2022-03-04,2022-03-14,Standard,50,Delivered,10,1,0
OR42901,Central,Grocery,2022-06-05,2022-06-06,2022-06-13,Standard,95,Delivered,7,1,0
OR42902,Central,Beauty,2024-10-07,2024-10-10,2024-10-16,Standard,62,Delayed,6,0,1
OR42903,South,Sports,2023-06-22,2023-06-23,2023-06-28,Express,123,Delivered,5,1,0
OR42904,West,Fashion,2024-09-23,2024-09-23,2024-09-26,Express,121,Delivered,3,1,0
OR42905,North,Electronics,2023-01-09,2023-01-10,2023-01-17,Standard,102,Delivered,7,1,0
OR42906,North,Home,2025-11-27,2025-11-28,2025-12-05,Standard,64,Delivered,7,1,0
OR42907,South,Grocery,2024-09-03,2024-09-04,2024-09-11,Same Day,389,Delivered,7,1,0
OR42908,South,Electronics,2023-08-28,2023-08-29,2023-09-04,Standard,90,Delivered,6,1,0
OR42909,Central,Beauty,2025-06-18,2025-06-21,2025-06-28,Express,123,Delivered,7,1,0
OR42910,Central,Home,2023-10-23,2023-10-24,2023-10-31,Express,83,Delivered,7,1,0
OR42911,West,Electronics,2023-02-05,2023-02-08,2023-02-18,Standard,73,Delivered,10,1,0
OR42912,North,Home,2024-07-22,2024-07-25,2024-08-04,Standard,58,Delivered,10,1,0
OR42913,South,Electronics,2025-09-03,2025-09-06,2025-09-12,Standard,87,Delivered,6,1,0
OR42914,West,Sports,2023-05-04,2023-05-05,2023-05-10,Standard,78,Delivered,5,1,0
OR42915,North,Home,2025-02-13,2025-02-14,2025-02-20,Express,243,Delayed,6,0,1
OR42916,West,Electronics,2023-11-11,2023-11-14,2023-11-21,Express,244,Delivered,7,1,0
OR42917,West,Home,2022-06-08,2022-06-11,2022-06-22,Standard,106,Delivered,11,1,0
OR42918,Central,Sports,2024-05-15,2024-05-15,2024-05-19,Standard,125,Returned,4,1,0
OR42919,West,Home,2023-12-03,2023-12-06,2023-12-12,Express,209,Delivered,6,1,0
OR42920,Central,Home,2024-10-13,2024-10-14,2024-10-20,Standard,142,Delivered,6,1,0
OR42921,North,Electronics,2023-06-22,2023-06-23,2023-06-29,Standard,79,Delayed,6,0,1
OR42922,North,Grocery,2023-03-30,2023-04-02,2023-04-11,Same Day,264,Delivered,9,1,0
OR42923,Central,Sports,2024-11-01,2024-11-02,2024-11-07,Express,167,Delivered,5,1,0
OR42924,East,Beauty,2024-06-29,2024-06-30,2024-07-05,Standard,121,Delivered,5,1,0
OR42925,West,Electronics,2024-06-15,2024-06-18,2024-06-25,Standard,146,Delivered,7,1,0
OR42926,North,Fashion,2023-03-22,2023-03-22,2023-03-26,Same Day,253,Delivered,4,1,0
OR42927,West,Home,2022-02-28,2022-03-01,2022-03-07,Standard,136,Delivered,6,1,0
OR42928,East,Fashion,2022-08-06,2022-08-09,2022-08-18,Same Day,218,Delivered,9,1,0
OR42929,West,Beauty,2024-11-26,2024-11-29,2024-12-05,Express,98,Delivered,6,1,0
OR42930,East,Electronics,2024-12-06,2024-12-09,2024-12-20,Standard,59,Delivered,11,1,0
OR42931,South,Beauty,2024-08-17,2024-08-20,2024-08-26,Express,244,Delivered,6,1,0
OR42932,East,Beauty,2025-02-19,2025-02-20,2025-02-25,Standard,147,Delivered,5,1,0
OR42933,North,Grocery,2023-07-02,2023-07-05,2023-07-13,Express,98,Delivered,8,1,0
OR42934,Central,Sports,2022-03-24,2022-03-27,2022-04-07,Standard,79,Delivered,11,1,0
OR42935,Central,Electronics,2025-08-28,2025-08-29,2025-09-02,Express,236,Delivered,4,1,0
OR42936,West,Grocery,2024-04-29,2024-05-02,2024-05-14,Standard,65,Returned,12,1,0
OR42937,South,Beauty,2022-08-18,2022-08-21,2022-08-27,Express,139,Delivered,6,1,0
OR42938,West,Electronics,2025-01-08,2025-01-11,2025-01-19,Standard,90,Delivered,8,1,0
OR42939,East,Beauty,2024-11-06,2024-11-07,2024-11-11,Express,177,Delivered,4,1,0
OR42940,Central,Grocery,2024-10-31,2024-11-01,2024-11-08,Standard,58,Delivered,7,1,0
OR42941,East,Fashion,2024-02-11,2024-02-14,2024-02-20,Express,227,Delayed,6,0,1
OR42942,Central,Grocery,2025-11-02,2025-11-05,2025-11-11,Standard,75,Delivered,6,1,0
OR42943,Central,Sports,2023-08-15,2023-08-16,2023-08-23,Standard,139,Delivered,7,1,0
OR42944,Central,Fashion,2025-11-17,2025-11-18,2025-11-24,Express,132,Returned,6,1,0
OR42945,North,Home,2024-09-09,2024-09-12,2024-09-22,Standard,108,Delivered,10,1,0
OR42946,East,Fashion,2025-01-02,2025-01-03,2025-01-09,Standard,138,Delivered,6,1,0
OR42947,West,Fashion,2023-12-31,2024-01-01,2024-01-05,Standard,126,Delayed,4,0,1
OR42948,South,Home,2023-09-13,2023-09-16,2023-09-23,Express,141,Delivered,7,1,0
OR42949,West,Fashion,2023-05-09,2023-05-12,2023-05-24,Standard,125,Delivered,12,1,0
OR42950,East,Fashion,2022-06-16,2022-06-17,2022-06-24,Standard,93,Delivered,7,1,0
OR42951,South,Beauty,2022-03-22,2022-03-23,2022-03-28,Express,199,Delivered,5,1,0
OR42952,West,Home,2022-04-20,2022-04-23,2022-04-29,Same Day,270,Delivered,6,1,0
OR42953,South,Beauty,2023-03-07,2023-03-08,2023-03-15,Express,205,Delivered,7,1,0
OR42954,East,Home,2022-01-28,2022-01-28,2022-02-01,Express,172,Delivered,4,1,0
OR42955,Central,Sports,2024-06-15,2024-06-16,2024-06-21,Standard,70,Delivered,5,1,0
OR42956,East,Fashion,2025-10-08,2025-10-09,2025-10-15,Express,178,Delayed,6,0,1
OR42957,North,Fashion,2023-07-16,2023-07-16,2023-07-18,Standard,90,Delivered,2,1,0
OR42958,South,Fashion,2025-09-26,2025-09-27,2025-10-04,Express,154,Delivered,7,1,0
OR42959,East,Sports,2024-01-04,2024-01-05,2024-01-09,Express,162,Delivered,4,1,0
OR42960,Central,Beauty,2022-11-29,2022-12-02,2022-12-08,Standard,139,Delayed,6,0,1
OR42961,Central,Fashion,2025-02-25,2025-02-25,2025-02-28,Standard,147,Delivered,3,1,0
OR42962,East,Home,2023-11-21,2023-11-21,2023-11-25,Express,227,Delivered,4,1,0
OR42963,West,Home,2025-03-20,2025-03-23,2025-03-31,Express,172,Delivered,8,1,0
OR42964,East,Home,2023-11-24,2023-11-25,2023-12-01,Express,236,Delivered,6,1,0
OR42965,Central,Home,2024-06-20,2024-06-20,2024-06-24,Standard,52,Delivered,4,1,0
OR42966,East,Beauty,2024-02-23,2024-02-24,2024-02-29,Standard,80,Delivered,5,1,0
OR42967,North,Beauty,2022-01-22,2022-01-25,2022-02-02,Standard,77,Delivered,8,1,0
OR42968,West,Beauty,2023-03-02,2023-03-05,2023-03-15,Same Day,358,Delivered,10,1,0
OR42969,East,Grocery,2025-01-18,2025-01-18,2025-01-22,Express,206,Delivered,4,1,0
OR42970,Central,Home,2022-09-18,2022-09-21,2022-10-02,Standard,76,Delivered,11,1,0
OR42971,East,Sports,2025-12-15,2025-12-16,2025-12-22,Standard,65,Delivered,6,1,0
OR42972,East,Beauty,2023-08-21,2023-08-24,2023-09-05,Standard,146,Delivered,12,1,0
OR42973,South,Beauty,2023-03-11,2023-03-12,2023-03-19,Standard,132,Delivered,7,1,0
OR42974,East,Grocery,2023-04-11,2023-04-12,2023-04-16,Express,119,Returned,4,1,0
OR42975,North,Beauty,2022-12-15,2022-12-18,2022-12-25,Standard,147,Delivered,7,1,0
OR42976,Central,Fashion,2023-02-07,2023-02-08,2023-02-12,Express,134,Delivered,4,1,0
OR42977,South,Home,2025-07-30,2025-08-02,2025-08-12,Standard,69,Delivered,10,1,0
OR42978,East,Beauty,2024-05-10,2024-05-13,2024-05-19,Same Day,269,Delivered,6,1,0
OR42979,West,Fashion,2023-09-01,2023-09-04,2023-09-12,Standard,125,Delivered,8,1,0
OR42980,North,Home,2024-02-14,2024-02-14,2024-02-18,Standard,127,Delivered,4,1,0
OR42981,North,Home,2025-04-27,2025-04-28,2025-05-02,Standard,57,Delivered,4,1,0
OR42982,North,Beauty,2024-09-21,2024-09-21,2024-09-23,Express,173,Delivered,2,1,0
OR42983,South,Grocery,2022-03-09,2022-03-12,2022-03-22,Standard,50,Delivered,10,1,0
OR42984,East,Home,2022-01-26,2022-01-27,2022-02-03,Standard,101,Delivered,7,1,0
OR42985,North,Home,2022-02-28,2022-03-03,2022-03-12,Express,93,Delivered,9,1,0
OR42986,East,Electronics,2022-03-18,2022-03-19,2022-03-23,Express,155,Delivered,4,1,0
OR42987,West,Sports,2022-07-22,2022-07-25,2022-08-04,Express,162,Delivered,10,1,0
OR42988,East,Sports,2025-08-11,2025-08-14,2025-08-20,Standard,123,Delivered,6,1,0
OR42989,East,Fashion,2022-02-03,2022-02-04,2022-02-09,Standard,88,Delivered,5,1,0
OR42990,East,Fashion,2023-09-27,2023-09-30,2023-10-06,Standard,98,Delivered,6,1,0
OR42991,Central,Grocery,2022-03-26,2022-03-29,2022-04-09,Standard,142,Delivered,11,1,0
OR42992,South,Fashion,2024-07-20,2024-07-23,2024-07-29,Standard,139,Delivered,6,1,0
OR42993,East,Electronics,2022-07-13,2022-07-16,2022-07-23,Standard,107,Delivered,7,1,0
OR42994,North,Fashion,2025-05-25,2025-05-26,2025-05-31,Standard,110,Delivered,5,1,0
OR42995,Central,Home,2022-12-18,2022-12-21,2022-12-27,Express,112,Delivered,6,1,0
OR42996,East,Fashion,2024-08-18,2024-08-21,2024-08-28,Same Day,223,Delivered,7,1,0
OR42997,Central,Beauty,2022-12-19,2022-12-20,2022-12-25,Standard,94,Delivered,5,1,0
OR42998,South,Fashion,2025-11-14,2025-11-17,2025-11-24,Express,208,Returned,7,1,0
OR42999,Central,Home,2024-04-27,2024-04-30,2024-05-09,Express,229,Delivered,9,1,0
OR43000,North,Electronics,2022-10-21,2022-10-22,2022-10-26,Standard,122,Delivered,4,1,0
OR43001,East,Sports,2025-09-27,2025-09-28,2025-10-03,Same Day,351,Delivered,5,1,0
OR43002,North,Electronics,2025-08-13,2025-08-16,2025-08-25,Standard,95,Delivered,9,1,0
OR43003,West,Electronics,2024-02-09,2024-02-12,2024-02-22,Express,111,Delivered,10,1,0
OR43004,Central,Grocery,2024-06-15,2024-06-16,2024-06-21,Express,237,Returned,5,1,0
OR43005,Central,Grocery,2022-01-19,2022-01-22,2022-02-01,Standard,145,Delivered,10,1,0
OR43006,Central,Home,2022-02-03,2022-02-06,2022-02-15,Standard,67,Delivered,9,1,0
OR43007,South,Grocery,2025-05-08,2025-05-08,2025-05-11,Express,179,Delivered,3,1,0
OR43008,North,Beauty,2023-04-19,2023-04-22,2023-04-28,Standard,80,Delivered,6,1,0
OR43009,West,Sports,2024-02-18,2024-02-21,2024-03-01,Same Day,221,Delayed,9,0,1
OR43010,South,Home,2022-11-20,2022-11-23,2022-11-29,Standard,147,Delivered,6,1,0
OR43011,South,Beauty,2024-08-04,2024-08-07,2024-08-19,Standard,129,Delivered,12,1,0
OR43012,East,Grocery,2024-01-08,2024-01-09,2024-01-14,Express,173,Delivered,5,1,0
OR43013,West,Fashion,2023-11-20,2023-11-21,2023-11-26,Express,154,Delivered,5,1,0
OR43014,Central,Beauty,2025-12-01,2025-12-01,2025-12-03,Standard,127,Delivered,2,1,0
OR43015,Central,Grocery,2025-06-02,2025-06-05,2025-06-13,Standard,146,Delivered,8,1,0
OR43016,East,Sports,2023-02-20,2023-02-23,2023-03-06,Standard,61,Delivered,11,1,0
OR43017,Central,Grocery,2025-04-20,2025-04-23,2025-05-01,Standard,59,Delivered,8,1,0
OR43018,North,Home,2022-03-18,2022-03-19,2022-03-25,Express,108,Delivered,6,1,0
OR43019,Central,Beauty,2024-08-20,2024-08-20,2024-08-24,Standard,117,Delivered,4,1,0
OR43020,North,Fashion,2023-10-20,2023-10-21,2023-10-27,Same Day,329,Delivered,6,1,0
OR43021,East,Beauty,2025-07-17,2025-07-17,2025-07-21,Standard,81,Delivered,4,1,0
OR43022,East,Home,2024-04-15,2024-04-18,2024-04-27,Same Day,317,Delivered,9,1,0
OR43023,North,Fashion,2023-10-01,2023-10-02,2023-10-08,Standard,148,Delivered,6,1,0
OR43024,Central,Beauty,2025-01-18,2025-01-19,2025-01-23,Express,215,Delivered,4,1,0
OR43025,East,Fashion,2025-01-04,2025-01-05,2025-01-10,Standard,78,Delivered,5,1,0
OR43026,East,Sports,2025-04-27,2025-04-30,2025-05-06,Express,92,Delivered,6,1,0
OR43027,North,Beauty,2025-04-04,2025-04-07,2025-04-13,Express,226,Delivered,6,1,0
OR43028,East,Electronics,2025-10-27,2025-10-28,2025-11-02,Standard,110,Returned,5,1,0
OR43029,Central,Sports,2024-09-14,2024-09-15,2024-09-19,Same Day,202,Delivered,4,1,0
OR43030,East,Electronics,2022-05-14,2022-05-15,2022-05-20,Standard,57,Delivered,5,1,0
OR43031,North,Beauty,2024-01-31,2024-02-01,2024-02-08,Same Day,357,Delivered,7,1,0
OR43032,Central,Electronics,2022-08-24,2022-08-25,2022-08-31,Standard,58,Delivered,6,1,0
OR43033,West,Beauty,2022-06-21,2022-06-22,2022-06-27,Standard,118,Delivered,5,1,0
OR43034,North,Sports,2025-01-23,2025-01-26,2025-02-01,Express,105,Delayed,6,0,1
OR43035,West,Grocery,2025-06-01,2025-06-04,2025-06-16,Express,203,Delivered,12,1,0
OR43036,East,Sports,2023-06-24,2023-06-27,2023-07-05,Standard,72,Delayed,8,0,1
OR43037,Central,Home,2025-03-04,2025-03-05,2025-03-12,Express,98,Delivered,7,1,0
OR43038,East,Home,2023-10-11,2023-10-12,2023-10-17,Standard,100,Delivered,5,1,0
OR43039,Central,Home,2024-08-20,2024-08-20,2024-08-23,Express,228,Delivered,3,1,0
OR43040,South,Home,2024-03-31,2024-04-03,2024-04-13,Express,102,Delivered,10,1,0
OR43041,East,Electronics,2022-08-13,2022-08-16,2022-08-23,Express,143,Delivered,7,1,0
OR43042,East,Electronics,2022-01-19,2022-01-22,2022-02-03,Standard,118,Delivered,12,1,0
OR43043,East,Sports,2022-05-11,2022-05-14,2022-05-21,Standard,66,Delivered,7,1,0
OR43044,North,Fashion,2024-02-13,2024-02-16,2024-02-24,Standard,83,Delivered,8,1,0
OR43045,Central,Fashion,2022-04-12,2022-04-15,2022-04-25,Express,148,Delivered,10,1,0
OR43046,Central,Beauty,2023-04-22,2023-04-25,2023-05-04,Express,122,Delivered,9,1,0
OR43047,Central,Electronics,2024-05-31,2024-06-01,2024-06-06,Standard,126,Delayed,5,0,1
OR43048,North,Grocery,2025-08-26,2025-08-29,2025-09-04,Standard,85,Returned,6,1,0
OR43049,Central,Electronics,2025-01-26,2025-01-26,2025-01-29,Standard,100,Delivered,3,1,0
OR43050,East,Grocery,2025-07-29,2025-08-01,2025-08-09,Standard,147,Delivered,8,1,0
OR43051,West,Fashion,2024-11-23,2024-11-23,2024-11-26,Standard,97,Delivered,3,1,0
OR43052,South,Electronics,2022-09-22,2022-09-23,2022-09-30,Express,176,Delivered,7,1,0
OR43053,Central,Beauty,2023-11-26,2023-11-29,2023-12-07,Express,166,Delayed,8,0,1
OR43054,North,Sports,2023-02-21,2023-02-24,2023-03-05,Standard,76,Delivered,9,1,0
OR43055,North,Home,2025-11-27,2025-11-30,2025-12-06,Standard,88,Delivered,6,1,0
OR43056,Central,Fashion,2024-08-26,2024-08-26,2024-08-30,Same Day,242,Delivered,4,1,0
OR43057,West,Electronics,2025-08-11,2025-08-11,2025-08-13,Standard,121,Delayed,2,0,1
OR43058,Central,Electronics,2024-10-26,2024-10-29,2024-11-04,Standard,72,Delayed,6,0,1
OR43059,North,Home,2025-07-26,2025-07-27,2025-08-02,Same Day,277,Delivered,6,1,0
OR43060,South,Fashion,2025-02-06,2025-02-07,2025-02-11,Standard,57,Delivered,4,1,0
OR43061,West,Sports,2023-10-11,2023-10-14,2023-10-22,Express,225,Delayed,8,0,1
OR43062,Central,Sports,2024-02-17,2024-02-20,2024-02-27,Standard,107,Delivered,7,1,0
OR43063,South,Sports,2024-02-21,2024-02-22,2024-02-27,Same Day,283,Delivered,5,1,0
OR43064,Central,Fashion,2024-02-24,2024-02-27,2024-03-06,Standard,54,Delayed,8,0,1
OR43065,West,Beauty,2023-03-28,2023-03-31,2023-04-07,Express,120,Delivered,7,1,0
OR43066,North,Sports,2022-04-21,2022-04-22,2022-04-27,Standard,80,Delivered,5,1,0
OR43067,West,Grocery,2022-11-30,2022-12-01,2022-12-07,Standard,92,Delivered,6,1,0
OR43068,East,Electronics,2024-11-13,2024-11-16,2024-11-26,Express,211,Delivered,10,1,0
OR43069,Central,Grocery,2023-06-09,2023-06-09,2023-06-12,Express,121,Delivered,3,1,0
OR43070,South,Fashion,2024-02-06,2024-02-09,2024-02-15,Express,191,Delivered,6,1,0
OR43071,South,Sports,2022-07-12,2022-07-12,2022-07-14,Standard,99,Delayed,2,0,1
OR43072,West,Sports,2024-11-27,2024-11-27,2024-11-29,Standard,110,Delivered,2,1,0
OR43073,West,Sports,2023-10-19,2023-10-20,2023-10-27,Standard,67,Delayed,7,0,1
OR43074,West,Home,2023-04-10,2023-04-13,2023-04-20,Standard,66,Delivered,7,1,0
OR43075,South,Home,2024-07-30,2024-08-02,2024-08-13,Express,145,Delivered,11,1,0
OR43076,North,Beauty,2025-03-13,2025-03-16,2025-03-23,Express,114,Delivered,7,1,0
OR43077,South,Sports,2023-08-06,2023-08-07,2023-08-11,Express,91,Delivered,4,1,0
OR43078,North,Electronics,2024-09-28,2024-10-01,2024-10-11,Express,211,Delivered,10,1,0
OR43079,West,Home,2024-10-15,2024-10-16,2024-10-23,Express,95,Delivered,7,1,0
OR43080,East,Beauty,2023-03-07,2023-03-08,2023-03-15,Standard,55,Delivered,7,1,0
OR43081,South,Fashion,2022-03-17,2022-03-20,2022-03-28,Standard,137,Delivered,8,1,0
OR43082,West,Sports,2022-01-23,2022-01-26,2022-02-02,Standard,109,Delivered,7,1,0
OR43083,South,Electronics,2023-09-16,2023-09-19,2023-09-26,Express,91,Delivered,7,1,0
OR43084,West,Home,2025-11-14,2025-11-17,2025-11-26,Express,163,Delivered,9,1,0
OR43085,South,Fashion,2024-01-17,2024-01-20,2024-01-27,Standard,79,Delivered,7,1,0
OR43086,Central,Home,2025-06-27,2025-06-27,2025-06-29,Standard,69,Delivered,2,1,0
OR43087,South,Beauty,2024-07-22,2024-07-23,2024-07-27,Same Day,326,Returned,4,1,0
OR43088,Central,Beauty,2022-01-30,2022-02-02,2022-02-09,Express,149,Delivered,7,1,0
OR43089,North,Fashion,2023-06-18,2023-06-21,2023-06-28,Express,233,Delivered,7,1,0
OR43090,South,Sports,2023-05-28,2023-05-29,2023-06-02,Standard,124,Delivered,4,1,0
OR43091,North,Electronics,2025-02-21,2025-02-22,2025-03-01,Standard,53,Delayed,7,0,1
OR43092,East,Grocery,2023-07-06,2023-07-07,2023-07-13,Express,245,Delivered,6,1,0
OR43093,Central,Home,2025-01-28,2025-01-29,2025-02-02,Standard,128,Delivered,4,1,0
OR43094,South,Electronics,2024-09-19,2024-09-22,2024-09-30,Standard,84,Delayed,8,0,1
OR43095,North,Grocery,2025-12-26,2025-12-29,2026-01-05,Standard,59,Delivered,7,1,0
OR43096,West,Sports,2025-10-20,2025-10-21,2025-10-26,Standard,69,Delivered,5,1,0
OR43097,North,Beauty,2025-08-11,2025-08-12,2025-08-19,Standard,75,Returned,7,1,0
OR43098,South,Fashion,2023-11-20,2023-11-23,2023-11-29,Express,179,Delivered,6,1,0
OR43099,East,Sports,2024-04-08,2024-04-09,2024-04-16,Standard,89,Delivered,7,1,0
OR43100,Central,Electronics,2023-09-16,2023-09-19,2023-09-26,Standard,127,Delivered,7,1,0
OR43101,West,Electronics,2023-01-17,2023-01-18,2023-01-24,Standard,71,Returned,6,1,0
OR43102,North,Home,2024-01-06,2024-01-07,2024-01-13,Express,200,Delivered,6,1,0
OR43103,South,Beauty,2024-11-08,2024-11-11,2024-11-18,Standard,83,Delivered,7,1,0
OR43104,South,Grocery,2022-10-04,2022-10-07,2022-10-13,Same Day,366,Delayed,6,0,1
OR43105,Central,Grocery,2025-01-03,2025-01-06,2025-01-17,Standard,110,Returned,11,1,0
OR43106,West,Home,2024-11-08,2024-11-11,2024-11-18,Standard,63,Returned,7,1,0
OR43107,North,Beauty,2024-09-18,2024-09-21,2024-09-28,Standard,99,Delivered,7,1,0
OR43108,North,Sports,2024-05-07,2024-05-10,2024-05-16,Express,205,Delivered,6,1,0
OR43109,North,Grocery,2024-02-26,2024-02-27,2024-03-04,Standard,141,Delivered,6,1,0
OR43110,Central,Beauty,2023-10-17,2023-10-17,2023-10-21,Standard,122,Delivered,4,1,0
OR43111,Central,Sports,2022-09-18,2022-09-21,2022-10-02,Express,133,Delivered,11,1,0
OR43112,West,Fashion,2023-06-08,2023-06-09,2023-06-16,Standard,64,Delivered,7,1,0
OR43113,North,Electronics,2025-06-28,2025-06-29,2025-07-04,Same Day,248,Delayed,5,0,1
OR43114,North,Fashion,2025-08-21,2025-08-22,2025-08-27,Express,84,Delivered,5,1,0
OR43115,West,Home,2024-04-28,2024-04-29,2024-05-04,Standard,129,Delivered,5,1,0
OR43116,West,Grocery,2022-01-11,2022-01-12,2022-01-16,Standard,74,Delivered,4,1,0
OR43117,West,Fashion,2025-01-23,2025-01-24,2025-01-30,Express,117,Delivered,6,1,0
OR43118,South,Electronics,2022-02-27,2022-03-02,2022-03-09,Standard,125,Delivered,7,1,0
OR43119,West,Grocery,2022-04-22,2022-04-25,2022-05-03,Express,226,Returned,8,1,0
OR43120,East,Sports,2024-08-25,2024-08-25,2024-08-28,Express,152,Delayed,3,0,1
OR43121,Central,Grocery,2023-02-28,2023-03-03,2023-03-12,Standard,63,Delivered,9,1,0
OR43122,West,Beauty,2025-07-13,2025-07-16,2025-07-24,Standard,84,Delayed,8,0,1
OR43123,South,Electronics,2024-07-23,2024-07-23,2024-07-27,Standard,141,Delivered,4,1,0
OR43124,East,Grocery,2023-09-06,2023-09-09,2023-09-18,Express,205,Delivered,9,1,0
OR43125,South,Fashion,2025-04-17,2025-04-20,2025-04-28,Standard,91,Delivered,8,1,0
OR43126,South,Home,2023-07-11,2023-07-11,2023-07-15,Express,168,Delivered,4,1,0
OR43127,South,Fashion,2024-06-05,2024-06-06,2024-06-12,Standard,126,Delayed,6,0,1
OR43128,South,Beauty,2023-08-05,2023-08-06,2023-08-13,Express,97,Delivered,7,1,0
OR43129,North,Grocery,2023-04-04,2023-04-07,2023-04-16,Standard,135,Delayed,9,0,1
OR43130,Central,Beauty,2024-01-07,2024-01-10,2024-01-18,Standard,111,Returned,8,1,0
OR43131,North,Sports,2022-02-10,2022-02-11,2022-02-16,Express,134,Delivered,5,1,0
OR43132,East,Grocery,2025-05-13,2025-05-13,2025-05-15,Express,85,Delivered,2,1,0
OR43133,North,Beauty,2022-07-16,2022-07-17,2022-07-23,Standard,72,Delivered,6,1,0
OR43134,East,Electronics,2023-11-24,2023-11-24,2023-11-26,Standard,85,Delayed,2,0,1
OR43135,West,Fashion,2023-02-13,2023-02-16,2023-02-25,Standard,110,Delivered,9,1,0
OR43136,East,Fashion,2024-04-15,2024-04-15,2024-04-19,Same Day,323,Delivered,4,1,0
OR43137,North,Grocery,2023-07-13,2023-07-16,2023-07-24,Standard,119,Delivered,8,1,0
OR43138,North,Home,2025-06-24,2025-06-25,2025-06-29,Express,214,Delivered,4,1,0
OR43139,East,Grocery,2024-03-02,2024-03-05,2024-03-11,Express,120,Returned,6,1,0
OR43140,North,Home,2022-04-16,2022-04-16,2022-04-20,Standard,71,Delivered,4,1,0
OR43141,East,Grocery,2022-03-26,2022-03-29,2022-04-07,Express,125,Delivered,9,1,0
OR43142,South,Fashion,2024-03-05,2024-03-08,2024-03-14,Standard,87,Delivered,6,1,0
OR43143,Central,Beauty,2024-10-04,2024-10-07,2024-10-14,Standard,129,Returned,7,1,0
OR43144,East,Home,2025-08-20,2025-08-23,2025-09-02,Express,198,Delivered,10,1,0
OR43145,South,Electronics,2022-10-24,2022-10-25,2022-10-30,Standard,145,Delivered,5,1,0
OR43146,South,Beauty,2022-11-26,2022-11-27,2022-12-03,Standard,94,Returned,6,1,0
OR43147,South,Home,2024-06-25,2024-06-26,2024-07-01,Standard,95,Delivered,5,1,0
OR43148,South,Sports,2025-04-09,2025-04-12,2025-04-20,Express,150,Delivered,8,1,0
OR43149,East,Beauty,2023-05-05,2023-05-08,2023-05-14,Standard,112,Delivered,6,1,0
OR43150,North,Electronics,2024-06-17,2024-06-20,2024-06-27,Express,124,Delivered,7,1,0
OR43151,South,Grocery,2023-07-15,2023-07-18,2023-07-25,Standard,75,Delivered,7,1,0
OR43152,West,Sports,2025-04-15,2025-04-18,2025-04-28,Same Day,248,Delivered,10,1,0
OR43153,South,Electronics,2024-07-28,2024-07-31,2024-08-11,Standard,83,Delivered,11,1,0
OR43154,North,Grocery,2023-01-25,2023-01-26,2023-02-02,Standard,77,Delivered,7,1,0
OR43155,North,Home,2023-08-06,2023-08-09,2023-08-15,Express,207,Delayed,6,0,1
OR43156,Central,Grocery,2023-10-29,2023-11-01,2023-11-09,Express,242,Delivered,8,1,0
OR43157,Central,Fashion,2022-09-12,2022-09-15,2022-09-23,Standard,78,Delivered,8,1,0
